item,itemLabel,startDate,endDate,sourceDate,psid
Q114436166,Manuel Millares Rodríguez,1995,2003,2022-10-06,Q114436166-768D5913-94E8-4708-98AE-D798A928F9DA
Q114436165,Georgina Barreiro Fajardo,2003,2009,2022-10-06,Q114436165-C8223A46-D07C-44DD-9B43-CEC939362469
Q6550193,Lina Olinda Pedraza Rodríguez,2009,2019-01-09,2022-10-06,Q6550193-2444DB92-2A63-49F0-A535-177540BBA42C
Q113574912,,2019-01-08,,,Q113574912-84BBFC86-5CE5-4190-AAA2-F3241B681F83
