@@,item,itemlabel,startdate,enddate
+++,Q318484,Abel Prieto Jiménez,1997,2012
+++,,Rafael Bernal Alemany,2012,2014
+++,,Julián González Toledo,2014,2016
+++,,Abel Prieto Jiménez,2016,2018
