item,itemLabel,startDate,endDate,sourceDate,psid
Q318528,Abelardo Colomé Ibarra,1989,2015,2022-10-06,Q318528-E37C5A97-6B78-4F67-869E-D998CC29C628
Q5750320,Carlos Fernández Gondín,2015,2017,2022-10-06,Q5750320-C0F4901D-CBEB-44AE-BEB3-A345DDE1AD49
Q44573220,Julio César Gandarilla,2017,2019-12-21,2022-10-06,Q44573220-FAF73548-7CFF-4E79-8956-2915B5A49D18
Q114436521,,2019-12-21,,,Q114436521-1C7ED085-EA18-4B00-8799-4ED9D7299739
