item,rank,gender,isIdentity,hasref,refitem,exurl,wmurl,wmproj
Q111575999,NormalRank,Q6581097,true,false,,,,
Q111908765,NormalRank,Q6581097,true,true,false,false,false,true
Q113574912,NormalRank,Q6581072,true,false,,,,
Q114435912,NormalRank,Q6581097,true,false,,,,
Q114436117,,,,false,,,,
Q114436118,,,,false,,,,
Q114436125,,,,false,,,,
Q114436130,,,,false,,,,
Q114436131,,,,false,,,,
Q114436132,NormalRank,Q6581097,true,false,,,,
Q114436165,,,,false,,,,
Q114436166,,,,false,,,,
Q114436186,NormalRank,Q6581072,true,false,,,,
Q114436188,,,,false,,,,
Q114436233,,,,false,,,,
Q114436234,,,,false,,,,
Q114436235,,,,false,,,,
Q114436236,,,,false,,,,
Q114436246,,,,false,,,,
Q114436247,,,,false,,,,
Q114436260,,,,false,,,,
Q114436261,,,,false,,,,
Q114436262,NormalRank,Q6581097,true,false,,,,
Q114436302,,,,false,,,,
Q114436308,,,,false,,,,
Q114436309,,,,false,,,,
Q114436319,,,,false,,,,
Q114436320,,,,false,,,,
Q114436329,,,,false,,,,
Q114436336,,,,false,,,,
Q114436353,,,,false,,,,
Q114436354,,,,false,,,,
Q114436367,,,,false,,,,
Q114436368,,,,false,,,,
Q114436370,,,,false,,,,
Q114436375,,,,false,,,,
Q114436376,,,,false,,,,
Q114436377,,,,false,,,,
Q114436378,,,,false,,,,
Q114436488,NormalRank,Q6581097,true,false,,,,
Q114436491,NormalRank,Q6581097,true,false,,,,
Q114436493,NormalRank,Q6581097,true,false,,,,
Q114436494,NormalRank,Q6581097,true,false,,,,
Q114436499,NormalRank,Q6581072,true,false,,,,
Q114436504,NormalRank,Q6581072,true,false,,,,
Q114436510,NormalRank,Q6581097,true,false,,,,
Q114436517,NormalRank,Q6581097,true,false,,,,
Q114436521,NormalRank,Q6581097,true,false,,,,
Q114436548,,,,false,,,,
Q114436612,NormalRank,Q6581072,true,false,,,,
Q114436643,,,,false,,,,
Q114436669,,,,false,,,,
Q114436670,,,,false,,,,
