item,itemLabel,startDate,endDate,sourceDate,psid
Q114436308,Bárbara Castillo Cuesta,1995,2006,2022-10-06,Q114436308-4A09F415-BC08-45CD-80B8-DC5DBEB11115
Q1898550,Marino Alberto Murillo Jorge,2006,2009,2022-10-06,Q1898550-040945A6-402F-46DD-BC63-58CCE6781951
Q6110785,Jacinto Angulo Pardo,2009,2011,2022-10-06,Q6110785-946BA05B-3BAA-4A5D-B52E-B092342B26EE
Q114436309,Mary Blanca Ortega Barredo,2011,2019-12-21,2022-10-06,Q114436309-69D0DB2F-B4A0-47D0-9471-7D76A5EE6B70
Q114436499,,2019-12-21,,,Q114436499-CF210369-D986-4DE7-9500-CDD275D1B912
