who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
6815081,Q21071159,Vice President of the Council of State of Cuba,2009-12-20,2019-10-10,,,,,0
6815081,Council of State of Cuba,Vice President of the Council of State of Cuba,2009-12-20,2019-10-10,,,,,1
