who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
12388998,Council of State (Cuba),18th President of the Council of State,2019-10-10,,Q1932603,Miguel Díaz-Canel,,,0
12388998,National Assembly of People's Power,President of the National Assembly of People's Power,2013-02-24,,Q1345182,Ricardo Alarcón,,,1
